EmployeeNumber,Attrition,MonthlyIncome,OverTime,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,TotalWorkingYears,YearsAtCompany,Department,JobRole,Gender,Attrition_Flag
1460,No,4025,Yes,3,2,4,10,4,Research & Development,Laboratory Technician,Male,0
1461,No,3785,No,1,1,4,5,5,Research & Development,Research Scientist,Female,0
1462,Yes,10854,Yes,3,1,4,20,3,Sales,Sales Executive,Male,1
1463,No,12031,No,2,4,2,21,20,Sales,Sales Executive,Female,0
1464,No,9936,No,3,1,2,10,9,Research & Development,Manufacturing Director,Male,0
1465,No,2966,No,3,3,4,5,4,Sales,Sales Representative,Female,0
1466,No,2571,No,3,4,3,17,5,Research & Development,Laboratory Technician,Male,0
1467,No,9991,No,3,1,4,9,7,Research & Development,Healthcare Representative,Male,0
1468,No,6142,Yes,3,2,2,6,6,Research & Development,Manufacturing Director,Male,0
1469,No,5390,No,2,2,4,17,9,Sales,Sales Executive,Male,0
1470,No,4404,No,4,3,2,6,4,Research & Development,Laboratory Technician,Male,0
